Sales Sku,Sales Order Number,Sales Order Date,Fulfillment Order Number,Fulfillment Channel Name,Quantity,Sku,Total Sales,Total Cost,Commission,Inventory Cost,Invoice Shipping Cost,Estimated Shipping Cost,Flag,Profit,,
A228,11375680575159402,12/1/20,20024811,L,3,A228,18.53,16.61,2.78,9.18,4.65,5.75,1,1.92,,
A229,11408959670156223,12/1/20,20024812,L,6,A229,26.17,24.89,3.93,11.87,9.09,9.5,1,1.28,,
A230,11275975429929803,12/1/20,20024817,J,1,A230,162.92,162.12,20.03,135.63,6.46,8.89,1,0.8,,
A231,11167403572465811,12/1/20,20024814,L,12,A231,32.89,31.72,4.93,14.07,12.72,9.99,1,1.17,,
A232,11296423852998644,12/1/20,20024821,L,18,A232,16.28,16.74,2.44,5.47,8.83,7.5,1,-0.46,,
A233,11343927188679447,12/1/20,20024823,L,12,A233,25.92,27.04,3.89,15.57,7.58,6.99,1,-1.12,,
A234,11314505803990635,12/1/20,20024822,L,4,A234,69.98,59.52,10.5,16.74,32.28,19,1,10.46,,
A235,11412920501809046,12/1/20,20024820,L,1,A235,55.47,56.44,8.32,43.51,4.61,4.75,1,-0.97,,
A236,11402326105693028,12/1/20,20024819,J,1,A236,44.82,43.32,3.59,32.04,7.69,9.65,1,1.5,,
A237,11462831096587425,12/1/20,20024825,L,4,A237,33.79,34.06,5.07,21.05,7.94,6.99,1,-0.27,,
A238,11438157519781859,12/1/20,20024824,L,2,A238,64.38,62.16,9.66,43.46,9.04,4.75,1,2.22,,
A239,11207132138345008,12/1/20,20024826,C,1,A239,35.04,33.53,5.26,17.5,10.77,11.3,1,1.51,,
A240,11466558350071416,12/1/20,20024829,L,12,A240,24.85,25.41,3.73,13.43,8.25,6.99,1,-0.56,,
A241,11108922562797005,12/1/20,20024830,L,12,A241,79.76,84.78,11.96,52.29,20.53,13.99,1,-5.02,,
A242,11377273838202628,12/1/20,20024813,L,1,A242,30.17,30.83,4.53,19.26,7.04,6.99,1,-0.66,,
A243,11190908343926617,12/1/20,20024828,L,6,A243,38.03,41.64,5.7,23.1,12.84,9.99,1,-3.61,,
A244,11169769922281053,12/1/20,20024832,L,6,A244,38.61,40.52,4.63,20.03,15.86,9.99,1,-1.91,,
A245,11153401663574645,12/1/20,20024831,L,8,A245,203.18,188.77,30.48,145.12,13.17,13.99,1,14.41,,
A246,11290356979373835,12/1/20,20024833,L,12,A246,33.09,33.52,4.96,15.57,12.99,10.99,1,-0.43,,
A247,11170091717265046,12/1/20,20024840,L,6,A247,37.89,30.41,5.68,15.9,8.83,7.5,1,7.48,,
A248,11454139749418633,12/1/20,20024836,L,1,A248,11.65,10.67,0.93,6.12,3.62,4.75,1,0.98,,
A249,11433753981517023,12/1/20,20024837,L,4,A249,48.04,38.99,7.2,20.56,11.23,8.75,1,9.05,,
A250,11279652180354648,12/1/20,20024843,C,1,A250,32.97,34.4,4.95,16.58,12.87,10.16,1,-1.43,,
A251,11443743597960267,12/1/20,20024838,L,2,A251,34.61,34.56,5.19,19.48,9.89,7.5,1,0.05,,
A252,11315606334230634,12/1/20,20024839,L,12,A252,24.85,25.41,3.73,13.43,8.25,6.99,1,-0.56,,
A253,11438068069441828,12/1/20,20024841,L,12,A253,32.89,33.45,4.93,14.07,14.45,9.99,1,-0.56,,
A254,11149280893166659,12/1/20,20024846,L,1,A254,37.51,34.74,5.63,20.52,8.59,6.99,1,2.77,,
A255,11106881783508231,12/1/20,20024842,L,2,A255,58.04,53.46,8.7,36.26,8.5,7.5,1,4.58,,
A256,11145637214545846,12/1/20,20024847,L,1,A256,20.76,20.31,3.11,9.62,7.58,6.99,1,0.45,,
A257,11298632029910612,12/1/20,20024845,L,6,A257,26.78,23.2,4.02,11.86,7.32,7.99,1,3.58,,
A258,11108216667297804,12/1/20,20024844,L,4,A258,33.79,33.61,5.07,21.05,7.49,6.99,1,0.18,,
A259,11137536218800208,12/1/20,1232-11-,G,1,A259,140.77,159.51,11.26,120.83,27.42,11.5,1,-18.74,,
A260,11178300423249868,12/1/20,20024849,I,1,A260,36.15,34.79,5.42,19.99,9.38,11.43,0,1.36,,
A261,11274684009516237,12/1/20,20024855,L,6,A261,43.32,43.53,6.5,29.99,7.04,6.99,1,-0.21,,
A262,11249147478827460,12/1/20,20024856,L,1,A262,39.75,42.09,5.96,28.05,8.08,5.75,1,-2.34,,
A263,11270153668520261,12/1/20,20024851,I,1,A263,20.9,18.96,2.51,13.01,3.44,3.28,0,1.94,,
A264,11296184456795432,12/1/20,20024857,L,1,A264,16.6,15.21,2.49,9.17,3.55,4.75,1,1.39,,
A265,11143665114962635,12/1/20,20024859,L,1,A265,26.28,22.6,3.94,15.3,3.36,6.99,1,3.68,,
A266,11376665256154639,12/1/20,20024853,J,5,A266,1022.25,995.6,81.8,913.8,0,8.26,1,26.65,,
A267,11426095697681821,12/1/20,20024858,L,1,A267,26.7,22.55,4.01,15.28,3.26,4.75,1,4.15,,
A268,11224530670765822,12/1/20,1233-11-,G,1,A268,140.77,156.23,11.26,120.83,24.14,11.5,1,-15.46,,
A269,11267199524555460,12/1/20,20024860,L,1,A269,32.19,31.21,4.83,21.73,4.65,4.75,1,0.98,,
A270,11432025999393033,12/1/20,20024852,I,1,A270,13.26,11.64,1.99,6.49,3.16,3.01,0,1.62,,
A271,11154777172518627,12/1/20,20024861,L,12,A271,41.93,41.01,6.29,24.39,10.33,9.5,1,0.92,,
A272,11373184938487440,12/1/20,20024862,C,1,A272,23.45,23.4,3.52,9.11,10.77,11.3,1,0.05,,
A273,11435232793202638,12/1/20,20024863,L,12,A273,56.28,56.88,8.44,32.91,15.53,10.99,1,-0.6,,
A274,11304972710377052,12/1/20,20024864,L,12,A274,23.29,23.7,3.49,11.96,8.25,5.75,1,-0.41,,
A275,11288474661028207,12/1/20,20024886,J,2,A275,218.58,207.23,17.48,183.14,6.61,8.89,1,11.35,,
A276,11434635516745036,12/1/20,20024865,L,12,A276,24.85,26.77,3.73,14.21,8.83,6.99,1,-1.92,,
A277,11153633241077003,12/1/20,20024866,L,1,A277,11.28,10.39,1.69,5.07,3.63,4.75,1,0.89,,
A278,11364760747972238,12/1/20,20024867,L,6,A278,41.83,43.58,6.27,22.92,14.39,10.99,1,-1.75,,
A279,11496198339663400,12/1/20,20024868,L,12,A279,42.39,42.59,6.36,21.84,14.39,10.99,1,-0.2,,
A280,11394258183329863,12/1/20,20024887,J,2,A280,1148.86,1140.32,91.9,1048.42,0,9.59,1,8.54,,
A281,11371304280945857,12/1/20,20024869,L,5,A281,29.88,31.17,4.48,17.65,9.04,6.99,1,-1.29,,
A282,11393422391100216,12/1/20,20024870,L,8,A282,44.96,40.31,6.74,20.35,13.22,16.5,1,4.65,,
A283,11255439120754616,12/1/20,1439-11-,G,1,A283,124.03,124.82,16.92,87.41,20.49,15.75,1,-0.79,,
A284,11449665406936206,12/1/20,20024872,L,6,A284,33.19,32.39,4.98,20.37,7.04,6.99,1,0.8,,
A285,11247123559096248,12/1/20,20024873,L,2,A285,14.77,14.84,2.22,5.04,7.58,5.75,1,-0.07,,
A286,11337716405451414,12/1/20,20024871,L,12,A286,46.6,47.56,6.99,30.24,10.33,9.5,1,-0.96,,
A287,11108246648564208,12/1/20,20024889,D,5,A287,78.1,45.57,11.7,25.35,8.52,58.52,0,32.53,,
A288,11354268632853001,12/1/20,20024874,L,6,A288,55.95,57.45,8.39,39.78,9.28,8.75,1,-1.5,,
A289,11483254666664235,12/1/20,20024883,L,12,A289,45.4,48.16,6.81,31.89,9.46,7.5,1,-2.76,,
A290,11196413013145059,12/1/20,20024885,L,12,A290,34.21,35.69,5.13,22.31,8.25,6.99,1,-1.48,,
A291,11371213390173829,12/1/20,20024879,L,2,A291,39.14,38.94,5.88,24.56,8.5,4.75,1,0.2,,
A292,11426495304257854,12/1/20,20024890,I,1,A292,30.22,28.82,4.53,14.49,9.8,11.75,0,1.4,,
A293,11345575716115400,12/1/20,20024880,L,1,A293,20.96,18.64,3.14,11.95,3.55,4.75,1,2.32,,
A294,11271059984035428,12/1/20,20024877,L,1,A294,14.75,13.88,2.21,8.08,3.59,4.75,1,0.87,,
A295,11364929948824233,12/1/20,20024878,L,1,A295,22.46,21.64,3.37,14.8,3.47,4.75,1,0.82,,
A296,11396296019461024,12/1/20,20024881,L,1,A296,32.19,31,4.83,21.73,4.44,4.75,1,1.19,,
A297,11225652909373803,12/1/20,20024882,L,1,A297,11.52,9.94,0.92,4.58,4.44,4.75,1,1.58,,
A298,11441629400438619,12/1/20,20024876,L,12,A298,24.85,25.24,3.73,13.43,8.08,6.99,1,-0.39,,
A299,11379196517714625,12/1/20,20024884,L,12,A299,24.85,25.24,3.73,13.43,8.08,6.99,1,-0.39,,
A300,11431302858357040,12/1/20,20024891,A,1,A300,128.9,128.9,17.31,100.14,11.45,8.5,1,0,,
A301,11294548587405007,12/1/20,20024898,L,16,A301,222.44,213.09,33.36,125,54.73,41,1,9.35,,
A302,11405951739910613,12/1/20,20024899,L,1,A302,20.96,18.64,3.14,11.95,3.55,4.75,1,2.32,,
A303,11175308651597823,12/1/20,20024901,H,2,A303,23.99,22.59,3.6,14.24,4.75,4.75,0,1.4,,
A304,11295798370847443,12/1/20,20024900,C,1,A304,23.45,25.79,3.52,9.11,13.16,11.3,1,-2.34,,
A305,11449877757985034,12/1/20,20024903,L,1,A305,20.96,18.64,3.14,11.95,3.55,4.75,1,2.32,,
A306,11447742802196260,12/1/20,20024902,L,12,A306,22.22,26.02,3.33,11.9,10.79,6.99,1,-3.8,,
A307,11471296744504227,12/1/20,20024904,L,2,A307,36.46,31.92,5.46,22.02,4.44,5.75,1,4.54,,
A308,11129723978857852,12/1/20,20024893,I,1,A308,34.89,33.24,5.23,17.49,10.52,12.82,0,1.65,,
A309,11386941337582669,12/1/20,20024905,L,6,A309,21.53,24.15,3.23,9.69,11.23,7.99,1,-2.62,,
A310,11202588528005816,12/1/20,1442-11-,G,1,A310,140.77,153.49,11.26,120.83,21.4,11.5,1,-12.72,,
A311,11197714669589824,12/1/20,20024906,L,12,A311,68.84,83.2,10.32,38.42,34.46,13.99,1,-14.36,,
A312,11385829618736229,12/1/20,20024897,D,1,A312,23.1,22.81,2.77,11.52,8.52,58.52,0,0.29,,
A313,11293563991041829,12/1/20,20024914,J,2,A313,151.58,154.32,22.74,123.32,8.26,13.01,1,-2.74,,
A314,11365137860037042,12/1/20,20025731,L,12,A314,78.6,281.84,9.43,52.5,219.91,0.833,1,-203.24,,
A315,11365137860037042,12/1/20,20025731,L,132,A315,864.6,901.14,103.73,577.5,219.91,0.833,1,-36.54,,
A316,11192525073323436,12/1/20,20024907,L,12,A316,23.29,24.34,3.49,11.96,8.89,5.75,1,-1.05,,
A317,11277511876955421,12/1/20,20024908,L,2,A317,19.17,19.23,2.3,8.34,8.59,5.75,1,-0.06,,
A318,11328650842930649,12/1/20,20024915,J,2,A318,353.72,348.48,28.3,311.32,8.86,8.89,1,5.24,,
A319,11364624861397853,12/1/20,20024912,L,1,A319,19.82,18.71,2.97,12.5,3.24,4.75,1,1.11,,
A320,11484559551645024,12/1/20,20024909,L,12,A320,39.24,39.85,5.89,24.39,9.57,9.5,1,-0.61,,
A321,11487939122645855,12/1/20,20024910,L,1,A321,23.02,22.31,3.45,15.28,3.58,4.75,1,0.71,,
A322,11188623520556254,12/1/20,20024911,F,24,A322,41.34,24.87,6.2,3.68,14.99,14.99,0,16.47,,
A323,11151121253009045,12/1/20,20024920,I,1,A323,33.28,30.91,4.99,21.49,4.43,4.22,0,2.37,,
A324,11295424112261811,12/1/20,1550-11-,G,2,A324,358.48,382.37,21.5,320.16,40.71,16.99,1,-23.89,,
A325,11429575659261830,12/1/20,1441-11-,G,1,A325,140.77,152.25,11.26,120.83,20.16,11.5,1,-11.48,,
A326,11223679392974623,12/1/20,1551-11-,G,1,A326,179.24,191.91,10.75,160.08,21.08,11.99,1,-12.67,,
A327,11197849340475435,12/1/20,20024924,L,6,A327,28.15,28.76,4.22,16.29,8.25,6.99,1,-0.61,,
A328,11216062041309818,12/1/20,20024913,C,1,A328,42.03,41.71,5.04,23.48,13.19,11.3,1,0.32,,
A329,11194246826399437,12/1/20,20024925,L,6,A329,13.03,16.18,1.95,5.98,8.25,5.75,1,-3.15,,
A330,11489465128853850,12/1/20,20024926,L,4,A330,33.79,33.61,5.07,21.05,7.49,6.99,1,0.18,,
A331,11316224882053006,12/1/20,20024928,L,6,A331,65.87,72.34,9.88,48.56,13.9,8.75,1,-6.47,,
A332,11362143762657010,12/1/20,20024927,C,1,A332,23.45,23.44,3.52,9.11,10.81,11.3,1,0.01,,
A333,11225147698736253,12/1/20,20024930,L,2,A333,15.64,14.69,2.35,5.3,7.04,5.75,1,0.95,,
A334,11364171893061039,12/1/20,20024935,I,1,A334,9.4,7.36,1.41,2.79,3.16,11.07,0,2.04,,
A335,11149404012177849,12/1/20,1724-11-,G,1,A335,140.77,153.49,11.26,120.83,21.4,11.5,1,-12.72,,
A336,11471572854849834,12/1/20,20024931,L,3,A336,26.58,27.54,3.99,15.3,8.25,6.99,1,-0.96,,
A337,11147902855476209,12/1/20,20024932,L,3,A337,66.3,55.99,9.96,35.46,10.57,7.99,1,10.31,,
A338,11189468525997056,12/1/20,20024933,L,12,A338,24.85,25.41,3.73,13.43,8.25,6.99,1,-0.56,,
A339,11363069072206656,12/1/20,20024938,L,12,A339,28.01,27.41,4.2,15.3,7.91,6.99,1,0.6,,
A340,11459021756253853,12/1/20,20024934,L,6,A340,42.77,41.93,6.42,27.26,8.25,6.99,1,0.84,,
A341,11412914036746658,12/1/20,20024940,L,6,A341,34.09,34.69,5.11,11.67,17.91,9.99,1,-0.6,,
A342,11368741198745840,12/1/20,20024939,L,1,A342,32.19,31.21,4.83,21.73,4.65,4.75,1,0.98,,
A343,11227305279633069,12/1/20,20024947,J,1,A343,134.31,136.35,10.74,117.37,8.24,8.89,1,-2.04,,
A344,11255574613570622,12/1/20,1822-11-,G,1,A344,309.15,317.24,24.73,279.31,13.2,6.32,1,-8.09,,
A345,11253433089134610,12/1/20,1823-11-,G,1,A345,124.03,129.75,16.92,87.41,25.42,15.75,1,-5.72,,
A346,11443997524605023,12/1/20,20024942,L,6,A346,29.07,24.23,4.36,11.86,8.01,7.99,1,4.84,,
A347,11339743283224201,12/1/20,20024944,L,6,A347,38.13,39.46,5.72,24.42,9.32,8.75,1,-1.33,,
A348,11251821285461030,12/1/20,20024946,L,18,A348,16.28,16.41,2.44,5.47,8.5,7.5,1,-0.13,,
A349,11480655049141040,12/1/20,20024948,L,1,A349,32.19,31.21,4.83,21.73,4.65,4.75,1,0.98,,
A350,11287881203860247,12/1/20,20024945,L,6,A350,39.21,42.41,5.88,23.77,12.76,9.5,1,-3.2,,
A351,11297479875069826,12/1/20,20024941,L,12,A351,24.85,24.2,3.73,13.43,7.04,6.99,1,0.65,,
A352,11431028896631407,12/1/20,20024950,C,1,A352,168.31,154.73,25.25,120.56,8.92,10.29,1,13.58,,
A353,11464639788510667,12/1/20,20024961,L,8,A353,44.96,42.76,6.74,20.35,15.67,16.5,1,2.2,,
A354,11227430144881814,12/1/20,20024951,L,1,A354,50.48,47.68,7.57,35.67,4.44,4.75,1,2.8,,
A355,11199403292174635,12/1/20,20024954,L,12,A355,44.1,47.28,6.62,28.32,12.34,9.99,1,-3.18,,
A356,11124618639631414,12/1/20,20024953,L,2,A356,32.62,33.77,4.89,20.38,8.5,6.99,1,-1.15,,
A357,11304353627597868,12/1/20,20024958,L,3,A357,26.47,27.16,3.97,15.3,7.89,7.5,1,-0.69,,
A358,11444076965387461,12/1/20,20024959,L,1,A358,12.46,11.45,1.87,5.96,3.62,4.75,1,1.01,,
A359,11273922596257815,12/1/20,20024960,L,2,A359,64.42,61.2,9.66,43.46,8.08,4.75,1,3.22,,
A360,11380305100724203,12/1/20,20024962,L,12,A360,44.81,38.29,6.72,24.53,7.04,7.5,1,6.52,,
A361,11286088683918622,12/1/20,20024963,L,2,A361,42.7,32.87,6.41,22.02,4.44,5.75,1,9.83,,
A362,11116815557357847,12/1/20,20024964,L,12,A362,24.85,25.24,3.73,13.43,8.08,6.99,1,-0.39,,
A363,11462039187653854,12/1/20,20024965,L,6,A363,34.89,34.69,5.23,20.37,9.09,9.99,1,0.2,,
A364,11203862873792223,12/1/20,20024957,J,2,A364,86.04,79.17,13.07,55.36,10.74,9.65,1,6.87,,
A365,11262574596393023,12/1/20,20024966,L,1,A365,50.48,51.49,7.57,35.67,8.25,4.75,1,-1.01,,
A366,11334196278767429,12/1/20,20024967,L,4,A366,53.63,48.84,8.04,27.63,13.17,13.99,1,4.79,,
A367,11114139180088224,12/1/20,20025065,J,1,A367,49.89,51.97,7.48,33.82,10.67,9.59,1,-2.08,,
A368,11122620431313810,12/1/20,20024970,L,6,A368,31.32,31.84,4.7,14.59,12.55,9.99,1,-0.52,,
A369,11282951131300225,12/1/20,20024974,J,4,A369,319.92,340.18,48,267.24,24.94,23.5,1,-20.26,,
A370,11350458666947453,12/1/20,20024969,L,12,A370,41.93,40.25,6.29,24.39,9.57,9.5,1,1.68,,
A371,11347806945909812,12/1/20,20024968,L,12,A371,46.6,46.8,6.99,30.24,9.57,9.5,1,-0.2,,
A372,11326284530856225,12/1/20,20024972,L,1,A372,59.38,57.03,8.91,43.51,4.61,4.75,1,2.35,,
A373,11280277050503436,12/1/20,20025269,J,1,A373,49.89,51.97,7.48,33.82,10.67,9.59,1,-2.08,,
A374,11321261642695445,12/1/20,20024973,L,1,A374,12.57,9.97,1.89,4.84,3.24,4.75,1,2.6,,
A375,11216152507373805,12/1/20,20024975,J,1,A375,482.46,484.69,38.6,434.14,11.95,11.29,1,-2.23,,
A376,11273858795282618,12/1/20,1971-11-,G,1,A376,140.77,151.31,11.26,120.83,19.22,11.5,1,-10.54,,
A377,11262479540973860,12/1/20,20025134,J,1,A377,49.89,51.97,7.48,33.82,10.67,9.59,1,-2.08,,
A378,11119728600822660,12/1/20,20024979,L,12,A378,41.93,41.88,6.29,24.39,11.2,9.5,1,0.05,,
A379,11255307538825031,12/1/20,20024981,L,15,A379,39.35,37.82,5.9,23.58,8.34,8.75,1,1.53,,
A380,11186586740472215,12/1/20,20024982,L,1,A380,59.38,57.03,8.91,43.51,4.61,4.75,1,2.35,,
A381,11354246801658624,12/1/20,20024980,L,1,A381,18.22,17.36,2.73,11.01,3.62,4.75,1,0.86,,
A382,11152631555664248,12/1/20,20024984,L,12,A382,24.85,25.41,3.73,13.43,8.25,6.99,1,-0.56,,
A383,11377851983045066,12/1/20,20024977,I,1,A383,123,122.48,9.84,96.99,15.65,16.36,0,0.52,,
A384,11217861728653018,12/1/20,20024985,L,8,A384,59.74,57.37,8.96,36,12.41,4.75,1,2.37,,
A385,11324283517057859,12/1/20,20024987,L,6,A385,33.59,35.55,5.04,19.31,11.2,9.5,1,-1.96,,
A386,11119710894609019,12/1/20,20024986,L,3,A386,47.99,47.52,5.76,33.87,7.89,7.5,1,0.47,,
A387,11262671418868227,12/1/20,1972-11-,G,1,A387,258.98,285.86,20.72,230.56,34.58,11.99,1,-26.88,,
A388,11256248701346656,12/1/20,20024989,L,6,A388,32.32,34.62,4.85,16.29,13.48,9.99,1,-2.3,,
A389,11446965502733038,12/1/20,20024988,C,1,A389,43.89,44.77,6.58,30.14,8.05,8.05,0,-0.88,,
A390,11400383004125849,12/1/20,20024990,L,12,A390,28.99,29.54,4.35,15.91,9.28,7.99,1,-0.55,,
A391,11438731689619425,12/1/20,20024991,L,6,A391,48.22,47.62,5.79,30.6,11.23,5.75,1,0.6,,
A392,11267138967036234,12/1/20,2050-11-,G,1,A392,140.77,158.41,11.26,120.83,26.32,11.5,1,-17.64,,
A393,11472760867129048,12/1/20,20024992,L,6,A393,27.18,26.51,4.08,11.86,10.57,7.99,1,0.67,,
A394,11258084345786649,12/1/20,20024996,L,6,A394,20.93,24.29,3.14,10.21,10.94,7.5,1,-3.36,,
A395,11215044571202653,12/1/20,20024994,L,12,A395,32.8,30.06,4.92,14.07,11.07,9.99,1,2.74,,
A396,11132580977266608,12/1/20,20024993,L,2,A396,23.62,18.19,3.54,11.06,3.59,4.75,1,5.43,,
A397,11232050076271417,12/1/20,20024995,L,1,A397,17.62,16.64,2.64,10.45,3.55,4.75,1,0.98,,
A398,11140415380588262,12/1/20,20024997,C,1,A398,39.12,35.28,5.87,17.88,11.53,11.51,1,3.84,,
A399,11491529290778626,12/1/20,20025012,L,1,A399,32.21,31.21,4.83,21.73,4.65,4.75,1,1,,
A400,11399512643719454,12/1/20,20025013,L,2,A400,15.58,11.09,1.24,5.08,4.77,5.75,1,4.49,,
A401,11461399248952200,12/1/20,20025014,L,12,A401,36.09,33.51,5.41,17.19,10.91,8.75,1,2.58,,
A402,11382146077205814,12/1/20,20025015,L,12,A402,71.35,74.87,10.7,50.83,13.34,9.5,1,-3.52,,
A403,11433598333586649,12/1/20,20025020,L,1,A403,30.72,32.12,4.61,19.26,8.25,6.99,1,-1.4,,
A404,11394014849817845,12/1/20,20025003,A,2,A404,262.68,256.51,35.02,210.04,11.45,8.5,1,6.17,,
A405,11138032734823405,12/1/20,20025016,L,1,A405,12.77,9.28,1.92,4.08,3.28,4.75,1,3.49,,
A406,11108066910239450,12/1/20,20025019,L,6,A406,48.82,47.58,7.32,31.43,8.83,9.5,1,1.24,,
A407,11110398600012246,12/1/20,20025018,L,6,A407,27.18,26.06,4.08,11.86,10.12,7.99,1,1.12,,
A408,11216457311898617,12/1/20,20025021,C,1,A408,107.48,111.79,15.6,84.11,12.08,9.93,1,-4.31,,
A409,11350865397166627,12/1/20,20025004,I,1,A409,58.05,56.64,8.71,44.49,3.44,3.28,0,1.41,,
A410,11355138073533002,12/1/20,2053-11-,G,1,A410,140.77,159.51,11.26,120.83,27.42,11.5,1,-18.74,,
A411,11292131252658660,12/1/20,20025023,C,1,A411,15.25,14.29,2.29,4.2,7.8,9.07,1,0.96,,
A412,11102146550566637,12/1/20,20025024,L,4,A412,72.12,58.12,10.82,16.74,30.56,19,1,14,,
A413,11310049306496248,12/1/20,20025022,L,1,A413,17.4,16.19,2.61,9.99,3.59,4.75,1,1.21,,
A414,11302878693229825,12/1/20,2054-11-,G,1,A414,277.59,290.87,22.21,251.95,16.71,8.99,1,-13.28,,
A415,11293926547590607,12/1/20,20025007,D,1,A415,23.75,24.23,3.56,12.15,8.52,58.52,0,-0.48,,
A416,11300111144340200,12/1/20,20025025,L,12,A416,48.62,51.07,7.29,31.76,12.02,9.99,1,-2.45,,
A417,11396867185149806,12/1/20,20025026,L,8,A417,22.87,23.63,3.43,11.16,9.04,5.75,1,-0.76,,
A418,11103051502845030,12/1/20,20025009,D,1,A418,34.96,35.74,4.27,22.95,8.52,58.52,0,-0.78,,
A419,11398849470825067,12/1/20,20025029,L,6,A419,28.68,32.21,4.3,14.92,12.99,9.99,1,-3.53,,
A420,11486222000220268,12/1/20,20025030,L,6,A420,39.29,34.02,4.71,21.18,8.13,6.99,1,5.27,,
A421,11253274348652264,12/1/20,2056-11-,G,1,A421,124.03,130.02,16.92,87.41,25.69,15.75,1,-5.99,,
A422,11288912745590668,12/1/20,2055-11-,G,6,A422,245.4,192.4,36.84,133.8,21.76,11.5,1,53,,
A423,11111029537055456,12/1/20,20025362,J,1,A423,72.95,84.97,10.94,63.26,10.77,9.59,1,-12.02,,
A424,11187835563501018,12/1/20,20025033,L,1,A424,20.96,18.64,3.14,11.95,3.55,4.75,1,2.32,,
A425,11489247990872221,12/1/20,20025032,L,1,A425,26.28,22.83,3.94,15.3,3.59,6.99,1,3.45,,
A426,11499830194946663,12/1/20,2229-11-,G,1,A426,140.77,156.13,11.26,120.83,24.04,11.5,1,-15.36,,
A427,11151363782238622,12/1/20,20025034,L,6,A427,26.51,28.74,3.98,15.3,9.46,7.5,1,-2.23,,
A428,11394658864034650,12/1/20,20025040,I,1,A428,123,122.48,9.84,96.99,15.65,16.36,0,0.52,,
A429,11192099529686633,12/1/20,2314-11-,G,1,A429,82.04,97.2,6.56,65.6,25.04,11.52,1,-15.16,,
A430,11378182474612211,12/1/20,20025036,L,72,A430,438.12,431.46,65.76,153,212.7,250,1,6.66,,
A431,11410192559018630,12/1/20,20025035,L,3,A431,18.53,16.61,2.78,9.18,4.65,5.75,1,1.92,,
A432,11392190807201842,12/1/20,20025037,L,48,A432,151.36,132.46,22.72,89.52,20.22,11.99,1,18.9,,
A433,11178773432418665,12/1/20,20025038,L,12,A433,22.44,23.03,3.37,12.54,7.12,6.99,1,-0.59,,
A434,11426959633597842,12/1/20,20025046,L,12,A434,24.85,24.2,3.73,13.43,7.04,6.99,1,0.65,,
A435,11467347347100256,12/1/20,20025043,J,1,A435,76.46,72.43,11.47,54.76,6.2,8.89,1,4.03,,
A436,11121251916389836,12/1/20,2315-11-,G,1,A436,140.77,152.49,11.26,120.83,20.4,11.5,1,-11.72,,
A437,11304353642083413,12/1/20,20025044,J,7,A437,1431.15,1393.84,114.52,1279.32,0,8.89,1,37.31,,
A438,11189398490692216,12/1/20,20025047,L,12,A438,46.48,47.22,6.97,27.26,12.99,10.99,1,-0.74,,
A439,11492592747449817,12/1/20,20025048,L,1,A439,13.61,12.53,2.04,6.09,4.4,5.75,1,1.08,,
A440,11415885235164222,12/1/20,20025049,L,1,A440,29.55,28.28,4.43,20.22,3.63,4.75,1,1.27,,
A441,11185473200138609,12/1/20,20025051,L,6,A441,36.95,38.98,5.54,22.65,10.79,9.5,1,-2.03,,
A442,11347394122935449,12/1/20,20025050,L,3,A442,56.97,58.45,8.55,41.31,8.59,6.99,1,-1.48,,
A443,11325558814818662,12/1/20,2504-11-,G,1,A443,140.77,150.31,11.26,120.83,18.22,11.5,1,-9.54,,
A444,11324650206411433,12/1/20,20025052,L,1,A444,26.19,24,3.93,11.82,8.25,6.99,1,2.19,,
A445,11336328844683445,12/1/20,20025055,L,1,A445,20.96,18.64,3.14,11.95,3.55,4.75,1,2.32,,
A446,11105418370831427,12/1/20,20025054,L,12,A446,90.7,90.85,13.61,65.89,11.35,6.99,1,-0.15,,
A447,11354459451620219,12/1/20,2505-11-,G,10,A447,2569.3,2452.8,205.5,2245.3,2,19.5,1,116.5,,
A448,11479655843721016,12/1/20,20025058,L,12,A448,40.32,39.73,6.05,25.5,8.18,9.5,1,0.59,,
A449,11480617498937021,12/1/20,20025267,J,1,A449,49.89,51.97,7.48,33.82,10.67,9.59,1,-2.08,,
A450,11452660916206649,12/1/20,20025059,L,1,A450,31.05,32.96,4.66,19.26,9.04,6.99,1,-1.91,,
A451,11178906164525033,12/1/20,20025060,L,10,A451,31.85,34.57,4.78,18.07,11.72,7.99,1,-2.72,,
A452,11329110890950611,12/1/20,20025061,L,1,A452,59.38,57.03,8.91,43.51,4.61,4.75,1,2.35,,
A453,11462005077593833,12/1/20,20025082,L,12,A453,89.69,95.9,13.45,68.04,14.41,9.99,1,-6.21,,
A454,11263094302222628,12/1/20,20025080,L,1,A454,14.22,17,2.13,6.62,8.25,5.75,1,-2.78,,
A455,11230765734726626,12/1/20,20025056,L,6,A455,31.19,31.24,4.68,15.27,11.29,9.99,1,-0.05,,
A456,11379700827085043,12/1/20,20025081,L,6,A456,24.95,25.01,3.74,13.02,8.25,6.99,1,-0.06,,
A457,11267166341001849,12/1/20,20025064,D,1,A457,86.62,88.35,12.99,66.84,8.52,58.52,0,-1.73,,
A458,11235066381905812,12/1/20,20025083,L,1,A458,12.49,12.43,1.87,6.12,4.44,4.75,1,0.06,,
A459,11195259766016267,12/1/20,20025053,L,1,A459,20.96,18.64,3.14,11.95,3.55,4.75,1,2.32,,
A460,11219469565918600,12/1/20,20025084,L,10,A460,33.54,33.76,5.03,18.13,10.6,9.5,1,-0.22,,
